"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
X029,57,8,20:10:00,"""Lisa"" Royal Albert China Lady",150.00,"""Lisa"" is a hand-made, hand-decorated figurine made in England.  She is dressed in a rose design dress of gold on a pink background taken from the 1960's pattern ""Golden Roses"".","Hardy Stevenson + Assoc.Ltd."
S271,58,8,20:10:00,"Sweater and jewellry",80.00,"Lindor's Ladies Shop in Eglinton Square has donated this beautiful sweater.The sweater is in petite medium in a soft mauve shade with pattern seams at the end of the mid sleeves and near the bottom of the sweater. We also have to compliment the sweater two different necklaces in a deep purple. Great set. ","Lindor Inc."
S101,59,8,20:10:00,"Pair of Hockey Tickets",190.00,"Enjoy the game with friends or family with this pair of hockey tickets for Tuesday March 20th, when the Toronto Maple Leafs play the New York Islanders.Seats 13 and 14, Row 7 Section 320.  Cheer on your Toronto Maple Leafs","Ron King"
T009,60,8,20:10:00,"Lego Package",200.00,"Bob Simon generously donates 2wo Lego sets for ages 8-14 with over 1,000 pieces.  Set One: Lego Pahraoh's Quest with 527 pieces.  Set Two: Lego Atlantis with 475 pieces.","Bob Simon"
Y060,61,8,20:10:00,"Dinner Certificate",200.00,"Dinner for 4 at the wonderful Pappas Grill, located at 440 Danforth. Alcoholic Beverages and Gratuity are not included. This certificate expires June 1st 2012.","Pappas Grill"
W052,62,8,20:10:00,"2 Framed Watercolor Paintings",390.00,"Orethia Johnston - noted Mississauga Artist donates - Two Original Signed Watercolor Framed Paintings - Scenes on the Danube - These are Companion Pieces and each Frame measures 10"" x 16"" - These Original Watercolors will add a Colorful Touch to any Home Decor - an Appraisal Document from Westmount Galleries Ltd. is included.","Orythia Johnston"
S224,63,8,20:10:00,"Autographed Jersey - Kevin Weekes",180.00,"As a goalie he had 2 shutouts in the Stanley Cup playoffs of 2002, when he and the Carolina Hurricanes went all the way to the finals.  He also played for several other NHL teams until 2009, but many now know him as a commentator on Hockey Night in Canada broadcasts.  He also played for the New York Rangers twice.  This is an authentic NHL jersey with his (Kevin Weekes) autograph on it.  It is NOT a game worn jersey  The donor wishes to be mentionned as a supporter of Providence Villa Healthcare.","Ron  Lalonde"
S154,65,9,20:20:00,"Hannah Montana / High School Musical",100.00,"Guitar video game for hannah montana - great for any young fan! required a few double A batteries. plugs directly into your TV.  this is a fantastic gift.  this package also includes an all in one video game that plugs into your TV that features highschool musical and hannah montana.  great for kids over 6  required double a and triple a batteries but is WELL worth it!! these games will put HUGE smiles on the faces of the kids on your holiday shopping list. ","Ron King"
X005,66,9,20:20:00,"2 Leafs vs. Los Angeles Dec 19th (purple section)",110.00,"Enjoy a night out on Dec 19th at 7:00 pm when the Leafs play the LA Kings.  Your  seats are in section 321 (purple) Row 13, Seats 1 & 2.","Terry C. Stapley Co. Ltd"
W035,67,9,20:20:00,"4 Self  Help  Books",107.00,"McGraw Hill Ryerson Press donates - 4 Self Help Books - Titles include "" One Simple Idea "" / "" Wiki Brands "" / "" Newspaper Man "" / "" Will & Estate Planning ""- Great Advice and Practical Information to Enhance your Career or Business Strategy and to Protect your Family Wealth and Security.","McGraw Hill Ryerson Ltd."
X100,68,9,20:20:00,"Gift Certificate for the Keg Steakhouse & Bar",50.00,"Enjoy a night out at the famous Keg Steakhouse & Bar. This certificate would be a great stocking stuffer.","The Keg Steakhouse and Bar"
Y064,69,9,20:20:00,"Gift Basket & Gift Card",115.00,"This Package from Red Label Hair Company on Bloor Street West includes; 250 ml of Volume Expand Shampoo, 150 ml of Volume Expand Conditioner, 200ml of Volume Expand Mask, and a $50 Gift Card. Treat yourself before a night out on the Town!","Red Label Hair Company"
S268,70,9,20:20:00,"Scarf and jewellry",75.00,"Lindor Ladies Shop in Eglinton Square has donated a beautiful soft purplescarf with raised pattern on it, look great with sweaters or your coats.We have to go with this scarf accessories of a purple necklace, silver ornamental bracelet and a bling ring with sparkling rhinestones. Look great for any occassion.","Lindor Inc."
U120,71,9,20:20:00,"Seasonal Tune Up",65.00,"Seasonal Tune Up for your car which will include an oil change, tire rotation and a complete inspection of the car.","CAA Car Care Services"
S279,73,10,20:30:00,"Rick Mercer Report Gift Package",90.00,"Funny man and Political Satirist Rick Mercer and the folks at Toronto East General Hospital have kindly donated this fantastic package!  RMR Gift package includes RMR Base Ball Cap, zippered hoodie and Autographed Rick Mercer Report ""The (Paperback) Book""  If you enjoy watching and listening to Ricks' rants you will definitely enjoy this package.  ","Toronto East General Hospital"
X058,74,10,20:30:00,"2  Leafs vs. New Jersey Devils Feb 21 (Purple)",110.00,"The Maple Leafs will take on the New Jersey Devils, Tuesday, Feb 21st, 2012 at 7:00pm.  Your seats will be in Section 308 (Purple), Row16, Seats 20 & 21,","Jim Moore"
S158,75,10,20:30:00,"UFC / TNA 6 sides of steel",80.00,"for the young wrestler we have a great set from TNA wrestling - six sides of steel holds up to 60 wrestling figures.  this set also includes two UFC action figures Anderson Silva and Rich Franklin.  great for the little tough-guy on your holiday list. ","Ron King"
U013,76,10,20:30:00,"Bowmanville Zoo Family Day Pass",120.00,"2 Family Day Passes, each to admit 2 adults and 2 children.  Open daily from May to September.  Amazing elephants, feed the animals, 400 seat Animatheatre, Safari Market Cafe and Patio.  Untamed and natural 42 scenic acres of mature parkland, duck filled ponds and grazing deer.  Unforgettable family memories await you.","Bowmanville Zoo"
W015,77,10,20:30:00,"Men's Wear Gift Certificate",100.00,"Bill Miles for Men located at 2966 Bloor St. West in the Kingsway donates - a  $ 100 Gift Certificate - visit Bill Miles for fashionable men's clothing and accessories","Bill Miles For Men"
W053,78,10,20:30:00,"Old Mill Acomodation for Two",400.00,"The Old Mill Inn located at 21 Old Mill Road donates - One Night Luxury Room Accomodation for Two - includes Premium Breakfast Service in the Picturesque Terrace Restaurant - Taxes and Parking are also included - Here's the PerfectOpportunity for a Special Birthday or Anniversary Celebration - courtesy of The Old Mill Inn","The Old Mill Inn"
T019,79,10,20:30:00,"Glow Magazine Gift Basket",150.00,"Donna Howlett, National Account Manager, care of Glow Magazine at Rogers Publishing donates- A Glow and Flare Magazine Beautifying Gift Package which includes a One year subscription to Flare Magazine, ""CK ONE-SHOCK"" Perfume by Calvin Klein and various make-up, hair and beauty products.","Glow Magazine"
W047,81,11,20:40:00,"Thomas & Friends Train Set",95.00,"The Toronto Humber Rotary Club donates - a Thomas & Friends Toy Train Set - includes a Station $ Track with Two Locomotives and Four sets of Railway Cars -will delight any Youngster on Xmas morning - suitable for age 3 or older ","Toronto Humber Rotary Club"
S028,82,11,20:40:00,"Celestron Binoculars",100.00,"Up close 10-30 X 50 zoom binoculars are black with orange trim. Has a soft carrying case to keep them clean.No fault limited lifetime warranty. Fully coated optics, water resistant, tripod adaptable, with full size porro prism design. Ideal for a present for Christmas","Shirley Samis"
S261,83,11,20:40:00,"Package of 4 Tickets to 4 Marlies Games",124.00,"Four (4)great seats in the Ricoh Coliseum to see Toronto's other hockey team!  A package of 4 games. The games are Sat. Dec 10th @ 3pm Marlies vs Albany Devils(New Jersey Devils farm team), Sunday Jan 1st @ 3pm Marlies vs St. John's Ice Caps (Winnipeg Jets farm team), Fri. Feb. 17th @ 7pm Marlies vs Rockford Icehogs (Chicago farm team), and Sat. March 10th @3pm Marlies vs Hamilton Bulldogs (Montreal Canadiens farm team).  Seat location is Row A (as in front row), section 111, seats 9 thru 12.","Rogers TV Toronto"
U033,84,11,20:40:00,"Canadian Delights for the Patriotic Reader",100.00,"Titles include ""Larry's Party"" by Carol Shields, ""Anil's Ghost"" by Michael Ondaatie, ""Pilgrim"" by Timothy Findley. and ""Open Secrets"" by Alice Munro.  Also included are a set of candles with pictures of CN Tower on one and Toronto City Hall on the other.","Gibson & Associates"
Y010,85,11,20:40:00,"Hair Cut & Treatment ",95.00,"Featured on Women's Network hit TV series ""Style by Jury"", from JC Salon in Bloor West Village, a haircut and hair treatment with Ashley or Dina at their Bloor West location. Valid January to March 2012. Approximate value of this gift certificate is $95.00.(By the way, no cash value, no substitutions, and not valid on Saturdays.)","JC Salons"
Y005,86,11,20:40:00,"Fitness/Dance gift certificate",125.00,"A certificate for 10 classes at High Park Village Fitness on High Park Avenue.  The certificate is valid for Pilates, Yoga, Social Dancing and Kids Dance per the attached schedule.  Dances include the Zumba, Tango, Latin and Ballroom.  The value of the package is $124.30.","High Park Village Fitness & Recreation Centre"
S298,87,11,20:40:00,"Exclusive tour for two of Rogers Radio Facilites and a visit with CHFI Morning Show",500.00,"Ever wonder what happens on other side of the radio? You and a friend will get a first hand behind the scene look at what goes on as you tour the Rogers Radio Facilities in Toronto as well visit with the 98.1 CHFI morning show with Erin Davis and Mike Cooper!  What a great way to start the day!  Thanks again to our friends at Toronto East General Hospital for their support!  ","Toronto East General Hospital"
Y028,89,12,20:50:00,"Deluxe Room, Royal York  Hotel",350.00,"Enjoy a One Night for Two in a Deluxe Room at the famous Fairmont Royal York Hotel. Parking and Gratuities are not included and the certificate expires October 31, 2012. An ideal place to spend a special occasion at one of Toronto's Landmark Hotels.","Fairmont Royal York Hotel"
Y050,90,12,20:50:00,"Bra Fitting Party",500.00,"A Bra Fitting Soiree for a Girls night out! This package includes hors d'oeuvres, a Fresh Fruit Platter, and non-alcoholic cocktails for you and 5 to 9 of your friends. Each guest receives a $25.00 gift coupon and the Host receives a $75.00 coupon to shop at Premier Jour Fine Lingerie & Swimwear located at 1288 St. Clair West. Here's your chance to immerse yourself into a world of the most Exquisite Bra and Lingerie pieces. It'll be an evening of fun and laughter when you let your inner Diva come out!","Premier Jour Fine Lingerie"
T021,91,12,20:50:00,"Toronto Maple Leafs Tickets-GOLDS",406.00,"Fasken Martineau donates Two tickets in the GOLD Section to see the Toronto Maple Leafs host the New York Islanders on Tuesday March 20, 2012.Fasken Martineau is one of the world's leading international business law and litigation firms. With over 675 lawyers, the firm has offices in Canada, the United Kingdom, France and South Africa. Our practice includes every sector of business, industry and government.","Fasken Martineau DuMoulin LLP Barristers and Solicitors"
X109,92,12,20:50:00,"NATURAL GAS B.B.Q.",750.00,"This BROIL KING NATURAL GAS BBQ is constructed to the highest level of material and workmanship.  It comes complete with a side burner, rotisserie grill and cast iron grilling surface.  This is a Natural Gas BBQ so there is no need to be worrying about running out of propane just as guests arrive.  Built locally in Ontario.","Enbridge Gas Distribution"
V028,93,12,20:50:00,"Team autographed hockey stick",500.00,"An autographed Toronto Maple Leafs hockey stick. A 2011-12 team signed edition hockey stick donated by Maple Leaf Sports & Entertainment.  Valued at $500","Maple Leaf Sports and Entertainment"
U003,94,12,20:50:00,"Fresh Water Pearl Necklace",550.00,"34"" Strand of 8mm Fresh Water Pearls of Medium Luster.  Certificate of Appraisal included.","Edwards & Davies"
X075,95,12,20:50:00,"Culinary Delight-Dinner for Six",600.00,"Chef Bob will provide a culinary delightful dinner with a difference.  Dinner for up to six people, will be cooked in your own home.  A great chef will arrange a menu at a mutually convenient date (excluding Dec 1 to Jan 15), shop for the ingredients, and cook his culinary delights in your home.Call Bob Butterill to arrange a menu and date for this crowd favorite!","Sage Advise"
U038,97,13,21:00:00,"1 Year Full Membership Taw Kwon Do",1200.00,"Full membership for one year.  We have two locations.  511 Yonge Street in Toronto and 3730 Kingston Road in Scarborough.  We are open Monday to Saturday.  For more information please visit our website www.jongpark.com or call 416-961-7100.  Membership expires Dec. 25, 2012.","Jong Park Tae Kwon Inc."
T008,98,13,21:00:00,"Two-Night  Stay at The Ritz-Carlton, Toronto",1200.00,"Two-Night Weekend Stay in a Corner Suite Lake View at The Ritz-Carlton, Toronto","The Ritz-Carlton Toronto"
X048,99,13,21:00:00,"Driveway Paving Certificate",1000.00,"Driveway paving to a value of $1,000 (approx. 200 sq. feet) including new limestone base and 3 inches of commercial grade asphalt rolled to a 2 inch thickness.  Cerificate expires June 30, 2012.","401 Paving Ltd."
T024,100,13,21:00:00,"Flare Magazine Gift Basket",1044.00,"Flare Magazine Gift Basket","FLARE Magazine"
S122,101,13,21:00:00,"Sure Thing 2, acrylic and conte on paper, 2008",1200.00,"David Newkirk is a Toronto-based artist who has exhibited in private and public galleries in Ontario, Quebec and B.C. His work is found in collections across Canada and in the U.S. One of his large paintings hangs in the executive offices at Rogers Broadcasting in Toronto. He is represented by Engine Gallery in Toronto, and by SOPA Fine Arts in Kelowna. This original framed work measures 76.8 by 57.2 cm. The painting process in this case was intuitive and spontaneous, with a loosely interpreted cubist sensibility.","David Newkirk"
W011,102,13,21:00:00,"Two Leafs Hockey Tickets",392.00,"Hubbell Canada LP donates - Two Toronto Maple Leafs Hockey Tickets - for Thursday, January 19 th at 7:00 pm - Toronto versus Minnesota - cheer the Leafs to victory and enjoy the game - courtesy of Hubbell Canada","Hubbell Canada LP"
T002,105,14,21:10:00,"Sharp Aquos 41inch LCD TV",600.00,"HME Ltd, your one stop mobility shop for all your mobility needs!  HME donates a 42 inch Sharp Aquos LCD TV.  HME, placing the highest priority on serving their clients.","HME Ltd."
S258,106,14,21:10:00,"Autographed baseball bat",500.00,"This exceptional baseball bat has been autographed by Hall of Famers, including Reggie Jackson, Bob Feller, and Fergie Jenkins. It has been donated by the Toronto Maple Leafs' Baseball Club's owner, Jack Dominico. The team, which is in the Intercounty Baseball League, plays its home games at Dominico Field in Christie Pits. The value of this bat is priceless for a true baseball fan but we have set it at $500."," "
X056,107,14,21:10:00,"2 Leafs vs. Buffalo Sabres Dec 22nd (Reds)",392.00,"These are a pair of Toronto Maple Leaf hockey tickets for Thursday Dec 22nd at 7:00 pm.  The Leafs will be playing Buffalo at the Air Canada Centre where these great tickets are in Section 107M, Row 28, Seats 7 & 8.","Delgant Limited"
S225,108,14,21:10:00,"Police Ride-a-long",500.00,"Ride along with the boys in blue of the 54th Division to see what the real action on the street is.  See behind the scenes of what happens in law enforcement of Toronto.  An experience like this can't be purchased anywhere, it's priceless!","Toronto Police 54 Division"
S078,109,14,21:10:00,"Pair of Leafs  Hockey Tickets",190.00,"Watch your favorite team  on Thursday, January 19, 2012, when they play the team from Minnesota. Your seats  are 1 and 2 in Row 4, in the Greens in section 323.   Take a friend to enjoy rooting for our Maple Leafs. ","EA Electric Group"
S197,110,14,21:10:00,"Official NHL Chicago Blackhawk Jersey",140.00,"This official NHL Chicago Blackhawk jersey has the emblem on the front was made By Reebok and is extra large.  It is the official licensed jersey. There is noname or number on the back so you can choose your own favorite player of that team, Great for the fan of the Blackhawks ","Al Schaafsma"
W023,111,14,21:10:00,"4 Rounds of Golf",144.00,"Foxbridge Golf & Country Club located at 228 Brock Road East in Uxbridge donatesComplimentary Green Fees for Four any weekday during the 2012 season - Enjoy this challenging course on the outskirts of Uxbridge. Dining facilities are available at the Clubhouse.","Foxbridge Golf & Country Club"
U089,113,15,21:20:00,"Certificate - Tree, Shrub or Hedge Project",500.00,"Ferris the Forester - Brent Ferris and his dedicated team will give you honest, insightful advice about many of your tree problems.  Whether its' an arborist report, trimming or remove of trees, shrubs or correcting root strangulation, you wont' go wrong with the Ferris Team.  We cover the GTA, out to Oakville, Oshawa and North to Newmarket.Pruning, Trimming Shrub & TreesTree Removal & StumpsTree consulting -- we tell it like it is416-460-5704","Ferris the Forester"
X006,114,15,21:20:00,"2  Leafs vs. Buffalo Sabres Jan 10th (Blues)",190.00,"Begin the new year with a visit to the Air Canada Centre and enjoy the game between the Leafs and Buffalo on January 10th.  Your seats are in section 301, (Blues), Row 3 Seats 14 & 15","Cameron Advertising Displays Ltd"
Y032,115,15,21:20:00,"Shoeless Joe's Gift Certificate",100.00,"Everyone Loves a Gift from Shoeless Joe's Sports Grill. Located everywhere with something for everyone, Shoelss Joe's is the place to be. Great Fun and they're serious about their Food. Have a night out with someone special while watching the game.","Shoeless Joe's Sports Grill"
S229,116,15,21:20:00,"Canadian Stage Company Theatre Tickets",164.00,"2 live theatre tickets to the play, ""Cruel and Tender"", Friday, February 3, 2012, 8pm at the Canadian Stage Company, Section, C Orch, Aisle 2, Row K, seats 10 & 11. Acclaimed filmmaker is Atom Egoyan, with lead actress Arsinee Khanjian.  Sure to be an exciting evening!","Paragon Travel"
W001,117,15,21:20:00,"Kodak Playsport ZX5 video camera",179.95,"Kodak Canada donates a Kodak Playsport ZX5 Red video camera. This versatile pockatable video camera is shockproof, dustproof, and waterproof to a depth of three metres. A great gift for someone to take with them to a sunny beach destination.","Kodak Canada"
W107,118,15,21:20:00,"4 TV Trays - 2 Team Canada / 2 Maple Leafs",100.00,"The World of Cake Decorating donates - 4 Monogrammed T V Trays - 2 Team Canada and 2 Toronto Maple Leafs - Enjoy a Snack while you Watch the Game or any T V Programs.","World of Cake Decorating "
S206,119,15,21:20:00,"Swarovski Crystal Holly Ornaments",100.00,"Spruce up your holiday tree with these sparkling and gorgeous Swarovski crystal holly ornaments (3). They are timeless and beautiful - they will add class and elegance to your Christmas tree!","A Friend of Providence Healthcar "
S068,121,16,21:30:00,"Placemats and Coasters, Pitcher & Glasses",115.00,"Two different great gifts for Xmas with these Pimpernel(Made in England)placemats and six coasters. Easy to clean, unique silky finish in a birds and flowers pattern, and a Blown glass water pitcher with four large glasses which have a decorative pattern.  ","Hilda Bell"
X086,122,16,21:30:00,"BIONAIRE DUAL FUNCTION STEAM MOP",120.00,"Your home will be Clean and Fresh with this 1500W Dual Function Steam Mop converts to a handheld unit for precise steaming. Wide rectangular base for faster cleaning. Ideal for most floor surfaces including tile, ceramics, wood and carpet.  Great for bathroom and kitchen counters such as marble, laminates and metalic surfaces.","Sherwood TV Sales & Services "
X017,123,16,21:30:00,"TV Stand",249.00,"This TV stand has a maple finish and is designed for the narrow flat screen TV sets.  There are two adjustable shelves for other components.  The measurements are 40 inches wide, by 16 inches deep and 22 inches high.","Scandia House Furniture"
Y014,124,16,21:30:00,"Leafs vs Devils Dec. 6th",190.00,"See the Leafs battle the Devils on Tuesday December 6th at 7:00. This pair of tickets are located in Section 319, Row 11, Seats 12 and 13. See the Devils on their first visit to Toronto. It's always a good game when these teams go at it ! Donated by Scott Bartle of Re/Max West","Scott Bartle"
X072,125,16,21:30:00,"2 Powers of Attorney (for personal care & property)  ",160.00,"Who will make decisions for your health & manage your financial affairs if you became incapable through injury or sickness? The government will make these decisions, unless you prepare powers of attorney for personal care & property naming a trusted friend or family member!  ","Neil and Smith Barristers and Solicitors"
S059,126,16,21:30:00,"6 Car Washes and $25.00 Gas Card",100.00,"Yep! It's another Car wash package and a guaranteed bell ringer!Toronto Autowash has kindly donated one $25.00 gas card as well as 6 car wash passes. Toronto Autowash offers Softfoam gentle fibre wash, these certificates entitle you to ""The Works"" a full exterior wash including polish, wax, sealer, bottom blaster and rust inhibitor. Perfect to keep your car sparkling during the coming months! Toronto Auto Wash has 4 Locations to serve you, 105 Millwood Rd.,Leaside, 305 Rexdale Blvd.,Rexdale, 751 Kipling Ave., Etobicoke, and Toronto City Hall.","Sal Badali"
W008,127,16,21:30:00,"Golf Package at Weston G & C C",450.00,"The Toronto Humber Rotary Club donates a complete Golf Package at the Weston Golf & Country Club for two players - includes Guest Green Fees - Golf Carts -Luncheon and Refreshments - any week day during June or July in the 2012 golf season. Enjoy a memorable golf experience at one of Canada's top private golf courses.","Toronto Humber Rotary Club"
X028,129,17,21:40:00,"""Patricia"" Royal Albert Lady",150.00,"""Patricia"" is a hand made, hand decorated figurine taken from the 1950's pattern ""Festival"".  She is wearing an eggshell blue dress with pretty harebells.","Hardy Stevenson + Assoc.Ltd."
S157,130,17,21:40:00,"Ultimate Disney Princess Package",100.00,"THIS IS WHAT YOU""VE BEEN WAITING FOR ! the little princess on your holiday list is going to LOVE this!  it includes from the movie tangled - RAPUNZEL - with her enchanted vanity table that lights up and sings! - also included are my first disney princess ARIEL from the movie the little mermaid, and a royal princess tea set with everything you need to enjoy afternoon tea fit for a princess.  ages 3 and up. ","Ron King"
X085,131,17,21:40:00,"2 Hockey Tickets",190.00,"A Pair of Hockey Tickets to see the Toronto Maple Leafs Play the New Youk Islanders January 23, 2012 - Section 323 Seats 3 and 4","Joseph Chiavatti Limited"
S020,132,17,21:40:00,"Air-O-Sonic  Humidifier",150.00,"Ultrasonic Humidifier, which has an output of 3 gallons per day, Ag+ demineralization cartridge, and ionic silver stick, with cool mist. Humidifies the room up to 600 sq. feet with a compact design, transparant water tank and empty indicator. Great design for any room.","Dickson Home Hardware"
S048,133,17,21:40:00,"$100.Certificate Woodhill Garden Centre",100.00,"Once again Woodhill Garden Centre is providing a $100 Gift Certificate. Woodhill Garden Centre is a full service garden centre offering landscaping services as well as an extensive inventory for all your gardening needs; from annuals and perennials to indoor tropical plants! Or perhaps you want to get your home ready for the Holiday Season, Woodhill has a beautiful selection of Poinsettias and Christmas trees!  Perfect gift item for the gardener on your shopping list!","Woodhill Garden Centre"
T017,134,17,21:40:00,"One Hour of Human Resources Consulting",500.00,"One Hour of Human Resources Consulting on a topic of your choice.","Mercer (Canada) Limited"
Y045,135,17,21:40:00,"6 Month Membership",540.00,"Located at 2100 Bloor Street West in the Bloor West Fitness District. This System Fitness facility has 35,00 square feet of workout space including change rooms, saunas, steam rooms, and an indoor track. The fitness studio is a sprung hardwood floor, they have 17 spinning bikes, and 55 fitness classed per week. This package also includes 3 sessions with a Professional Training Staff person.","System Fitness"
W156,137,18,21:50:00,"Two Night Stay for two.",500.00,"Our friends at the Toronto Airport Marriott Hotel on Dixon Rd. have donated a Complimentary Two Night Stay for two. This offer is available on Friday/Saturday or Saturday/Sunday or holidays. - some restrictions apply - "," Toronto Airport Marriott Hotel"
Y025,138,18,21:50:00,"Musical Entertainment",500.00,"Colin Brisbois offers three (3) forty-five (45) minute sets of classical guitar music for an event of your choice such a wedding, cocktail party, restaurant patio event or corporate function.A little background:  Colin Brisbois has been playing the guitar for 21 years and is internationally renowned for his rich musicianship and brilliant artistry. He has performed professionally across Canada while obtaining advanced degrees in classical guitar performance from the University of Toronto and the Royal Conservatory of Music. His performances have captivated audiences from coast to coast and have featured such international stars as Kiki Dube, Measha Brueggergosman, and Ron Korb.","KICO Entertainment"
S226,139,18,21:50:00,"Police Ride-a-long",500.00,"Ride along with the boys in blue of the 54th Division to see what the real action on the street is.  See behind the scenes of what happens in law enforcement of Toronto.  An experience like this can't be purchased anywhere, it's priceless!","Toronto Police 54 Division"
X084,140,18,21:50:00,"2 Hockey Tickets",220.00,"A Pair of Hockey Tickets to see the Toronto Maple Leafs Play the Vancouver Canucks   December 17, 2011 - Section 323 Row 9 Seats 1 and 2","Joseph Chiavatti Limited"
T031,141,18,21:50:00,"Spalding Basketball Autographed by NBA Legend Charles Oakley",250.00,"NBA Canada, the league's Canadian business operation that has been active in the Canadian market since 1995 generously donates- A Spalding basketball autographed by NBA Legend Charles Oakley. Charles Oakley, a former power forward, was a member of the Chicago Bulls, New York Knicks, Toronto Raptors, Washington Wizards and Houston Rockets.  This a fantastic Holiday gift for a young basketball fan or memorabilia collector.","NBA Canada"
W049,142,18,21:50:00,"4 Passes - Craigleith Ski Club",300.00,"The Craigleith Ski Club in Collingwood donates - 4 Complimentary Passes for a Day on the Slopes - Create a Lifetime of Memories on One of Ontario's Finest Ski Facilities - Valid Wednesday to Sunday during the 2011/2012 Season - can be used for 2 persons ( Two Visits ) or for a Family of Four - all courtesy of Craiglieth Ski Club","Craigleith Ski Club"
S037,143,18,21:50:00,Humidor,200.00,"This distinctive humidor is equipped with both a hygrometer and humidification system. The hygrometer measures the relative humidity within the humidor, and humidification system adds moisture to the inner atmosphere of the humidor in order to maintain the appropriate himudity level for your fine cigars. Beautiful case, keys and gold plated handles at each end.","Patrick Grist"
S071,145,19,22:00:00,"Outdoor Propane Heater",130.00,"This portable outdoor propane heater  is called the Portable Buddy.It is America's most popular radiant heater.  Uses 1 pound propane cylinder, and has 4000-9000 BTUs with low and high settings.  Heat up your hunting cabin, or fishing hut as well can be used on the patio if needed.","Don French"
Y046,146,19,22:00:00,"Spinning Certificate",139.00,"One month of unlimited spinning at RPM Spinning & Gravity Studio, located at 2109 Bloor Street West in the Bloor West Fitness District. RPM offers indoor group cycling led by a qualified instructors in a non-competive atmosphere. This is a fantastic way to improve your cardiovascular fitness. They also offer ""Get Tough Boot Camps"" for the serious spinners. This Certificate expires April 30, 2012","RPM Spinning & Gravity Studio"
