"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
W070,649,81,18:20:00,"TEETH WHITENING GIFT CERTIFICATE",225.00,"DR. MICHAEL SHELEGEY LOCATED AT 94 CUMBERLAND ST. TORONTO DONATES - A $225 GIFT CERTIFICATE FOR A TEETH WHITENING PROCEDURE - CALL HIS DENTAL OFFICE AND ARRANGE YOUR APPOINTMENT FOR A SPARKLING WHITE SMILE - COURTESY OF DR. MICHAEL SHELEGEY.","Dr. Michael Shelegey"
S222,650,81,18:20:00,"One Hour of Singing Elvis Tribute Artist",300.00,"Won't this be exciting to have won the bid on Elvis for one hour at yournext party or gala.  He has won the title up in Collingwood and is excellentas Elvis. Your guests or attendees at the event will just love him anddance to the great songs Elvis made famous. Making a special appearance at the auction. Check him out.","Sam Elvis Calleri"
Y067,651,81,18:20:00,"$350 Beauty Gift Package",350.00,"La Roche Posay Concentrated Shower GelEnchanted Moments - Winter Rose Shower GelEnchanted Moments - Winter Rose Body LotionRoc Antioxidant Bio-Moisturizing Care SPF 30Dior - Eau de Toilette ""Fahrenheit 32""Vichy One Step CleanserLancome Beauty Bag, Face cream, shadow, skin corrector, mascara, make-up remover, lipstick","Shoppers Drug Mart"
S108,653,82,18:30:00,"Certificate from Daily Seafood",87.00,"What a way to start your Christmas party with this donation from Daily Seafood.You will get two pieces of Caribbean wild Rock Lobster Tail 4/5 oz., 1 bag of Hokkaido farmed scallop two lb., one bottle of salmon (Chum) roe 120 gm., and a package of Nanuk smoked sockeye 715 gm. You also have the option to choose other variety of seafood of the same value. Expiry date is June 30, 2013 ","Daily Seafood"
U054,654,82,18:30:00,"GIFT CERTIFICATE: 2 X $50.00",100.00,"FRANKIE TOMATTO'S IN BUSINESS FOR 17 YEARS, NEWLY RENOVATED RECEPTION AND HOLDING LOUNGE AND DINING ROOM - THE  ""RED ROOM""; ALL YOU CAN EAT ITALIAN BUFFET, SEATS 100 PEOPLE AT ANY TIME; RESERVATIONS NEEDED, SPECIALS EVERY DAY OF THE WEEK, MANY HOT AND COLD ENTREES, LARGE DESSERT TABLE AND MUCH MORE; $100.00 IN GIFT CARDS SEAT 5-7 PEOPLE DEPENDING ON TIME OF WEEK.","FRANKIE TOMATTO'S"
S244,655,82,18:30:00,"Package & Certificate for Painting a Room",113.00,"Package we have is full of Cleaner, Agnle Sash, Sand Sponge, Drop Cloth, Colorcharts and roller kit. As well we have a gift certificate to purchase onegallon of paint for a Eggshell finish Pastel Base. Give one of your rooms anew look with this package from Peter's Paint & Paper. ","Peter's Paint & Paper"
X048,656,82,18:30:00,"BIONAIRE Dual Function Steam Mop",120.00,"This 1500W dual mop is ideal for most floor surfaces including tile, ceramics, wood and carpet.  Wide rectangular base for faster cleaning converts to handheld unit for precise steaming. Great for bathrooms & kitchen counters such as marble, laminate and metalic surfaces.","Sherwood TV Sales & Services "
U023,657,82,18:30:00,"PLEASE SAY ""YES""",135.00,"FINE CHINA - ILADO.  TWO SEPARATE BUNNIES.FEMALE WITH PINK BOW AND EYES CLOSED.MALE BUNNY - WITH BLUE BOW TIE- WOOING HER.VERY GOOD EXPRESSIONS!!!!","Deborah   Cloakey"
X014,658,82,18:30:00,"2 Powers of Attorney (For Personal Care & Property)",200.00,"Who will make decisions for your health & manage your financial affairs if you become incapable through injury or sickness?  The government will make these decisions unless you prepare Powers of Attorney for Personal Care & Property naming a trusted friend or family member!","Neal and Smith"
W076,659,82,18:30:00,"ORIGINAL SIX FACE-OFF PICTURE",300.00,"UNIVERSAL PICTURE FRAMING AND SPORTS LOCATED AT 3850 STEELES AVE. WEST DONATES -AN ORIGUNAL SIX FACE-OFF PICTURE AUTOGRAPHED BY JEAN BELIVEAU AND PHIL ESPOSITO- MEASURES 31"" X 35"" - COMPLETE WITH A CERTIFICATE OF AUTHENTICITY - THIS IS A COLLECTABLE PIECE OF ORIGINAL N. H. L. TEAMS HISTORY - IT WILL DELIGHT AND BE TREASURED BY ANY MONTREAL CANADIENS OR BOSTON BRUINS HOCKEY FAN - COURTESY OF UNIVERSAL PICTURE FRAMING AND SPORTS","Universal Picture Framing and Sports"
S095,661,83,18:40:00,"Gift Certificate for Garden Centre",100.00,"Woodhill Garden Centre has donated this certificate to purchase Christmas Pointsetas,spring garden flowers, full grown trees etc.Unique selection of planters and garden acessories. Largest selection of evergreens and full grown trees. Do yourself a favour and visit Woodhill Garden Centre.","Woodhill Garden Centre"
W050,662,83,18:40:00,"$50 PRO SHOP & $40 DINNER AT WESTON",90.00,"THE INVESTORS GROUP LOCATED AT #700, 295 THE WEST MALL DONATES - A $50 GIFT CARDFOR THE PRO SHOP AT THE WESTON GOLF & COUNTRY CLUB - WHICH IS COMBINED WITH A $40 GIFT CARD FOR DINNER FOR TWO AT WESTON - VISIT WESTON'S PRO SHOP TO PICK UPANY GOLF ITEM YOU CHOOSE - THEN PROCEED TO THE CLUBHOUSE TO ENJOY WESTON'S FINE DINING IN THE NEW ARNOLD PALMER ROOM.","Investors Group Financial Services"
S157,663,83,18:40:00,"Design Consultation - Gift Certificate",110.00,"Treat yourself to a one-hour design consultation with a Professional Interior Decorator to help you accessorize your home, select paint colours, improve your furniture layout or solve any other decorating challenges. Rooms Renewed specializes in making homes more beautiful and functional using what people already own. Rooms Renewed is located in the Upper Beach and serves the GTA.  Makes an excellent gift for the holidays!","Rooms Renewed"
W055,664,83,18:40:00,"FOOD PRODUCTS GIFT BASKET",120.00,"ACE BAKERIES LOCATED AT 1 HAVIS ROAD DONATES - A FOOD PRODUCTS GIFT BASKET - CONTENTS INCLUDE FOUR DIFFERENT FLAVORED CRISPS - GRANOLA - ORGANIC HONEY - OLIVE OIL - AN ACE BAKERIES COOK BOOK - AND A REUSEABLE FABRIC CARRYING BAG - THE ACE BAKERIES ONLY USES ALL NATURAL INGREDIENTS WITH NO PRESERVATIVES - ","ACE BAKERIES"
S054,665,83,18:40:00,"MOBICOOL --- 12 Volt Portable Cooler",130.00,"Anyone who has one can say that this is a must for traveling long distances.Soooo nice to have on your boat or in your car, or even your trailer....This one has a cooling and heating function, a Bottle FlapCan be used as a chest cooler or upright fridgeEasy to transport --- fold out handlesPractical grid divider organizes contentsStores 2 liter bottles standing upright Lid to protect the connection socket.... What more could you ask for....","Empowered Networks"
W033,666,83,18:40:00,"FRAMED WATERCOLOUR PAINTING",260.00,"ORYTHIA JOHNSTON , NOTED MISSISSAUGA ARTIST DONATES - A FRAMED ORIGINAL WATERCOLOUR PAINTING - "" PATH TO LAKE HALIBURTON "" - THE SIGNED PICTURE MEASURES 11"" X 21"" - DEPICTS SUBTLE GREEN AND BLUE PASTEL COLOURS - A GREAT AQUISITION 0F AN ONTARIO HALIBURTON AREA SCENE - IDEAL FOR YOUR HOME, COTTAGE, OR OFFICE. COMPLETE WITH APPRAISAL DOCUMENT FROM WESTMOUNT GALLERY IN TORONTO.","Orythia Johnston"
S287,667,83,18:40:00,"Royal Doulton - Cups & Saucers",200.00,"This set of Royal Daulton has 3 sets of mugs and bowls in the ""Bunnykins"" theme.This would be an ideal collectors gift for the kids.  Their own dishes for their special eating pleasure.","Mike Zold"
U118,668,83,18:40:00,"Trees Have Needs",500.00,"Brent Ferris - Acclaimed Foresty Expert will come to your residence to assess tree damage, advise on tree, stump or shrub removal and generally make your property look fresh and lively again. Brent and his team take on those dangerous limbs that look likely to do damage in the next major storm - no matter how big or precarious they seem. He will give you a fair estimate of the work that needs to be done and make a mutually agreeable schedule for the work. This special package is worth $500 against your next tree service project and is good for the locations in the GTA and must be completed within one year.","Trees Have Needs"
Y029,669,84,18:50:00,"Transmission Flush",150.00,"Visit Omer's Car Care at 431 Royal York Road (at Evans) for a transmission flush and keep your car running smoothly. Ensure your vehicle is safe for winter with specials on maintenance packages, brakes and tires.  Must be redeemed by December, 2013. ","Omer's Car Care"
S234,670,84,18:50:00,"Baton Rouge Restaurant & Cineplex Passes",70.00,"Wonderful entertaining evening out in Toronto.....Baton Rouge Restaurant - Located in Mississauga -- 5860 Mavis Road  --- Gift Certificates worth $50. & 2 - $10. Cineplex movie Passes.... Treat yourself to The most appetizing Ribs in the GTA and then an entertaining evening at the Cineplex movie theatre.... ","Baton Rouge Restaurant"
S109,671,84,18:50:00,"Certificate from Daily Seafood",87.00,"What a way to start your Christmas party with this donation from Daily Seafood.You will get two pieces of Caribbean wild Rock Lobster Tail 4/5 oz., 1 bag of Hokkaido farmed scallop two lb., one bottle of salmon (Chum) roe 120 gm., and a package of Nanuk smoked sockeye 715 gm. You also have the option to choose other variety of seafood of the same value. Expiry date is June 30, 2013 ","Daily Seafood"
S194,672,84,18:50:00,"Toronto Star 3-month subscription",100.00,"This certificate entitles you to a three-month seven-day home subscription to The Toronto Star, Canada's largest-circulation newspaper. The subscription can only be fulfilled if the winning bidder would like delivery to a serviceable area. If you already receive home delivery of The Toronto Star, not to worry. The newspaper will make any necessary adjustments.","Toronto Star"
U040,673,84,18:50:00,"WEDGEWOOD PLATE COMMEMORATIVE WEDDING",125.00,"WEDGEWOOD FINE CHINA. COMMEMORATIVE WEDDING/MARRIAGE OF PRINCE WILLIAM OF WALES TO MISS CATHERINE MIDDLETON AT WESTMINISTER ABBEY ON APRIL 29TH.,2011.FIRING #168. MADE IN ENGLAND","ANONYMOUS- SCARBOROUGH TWILIGHT ROTARY CLUB"
S056,674,84,18:50:00,"Aprilaire Thermostat",130.00,"This is number 8570 for the Aprilaire premium thermostat. It has large backlit display, programmable or Non-programmable operation.l  It is 7 day, or single day  programming. Displays outdoor temperature as well, adjustable display contract and full or limited keypad lockout. Everyone needs a thermostat for keeping the tempature at what is required for your home.","Friends of Rotary"
X037,675,84,18:50:00,"Framed William Biddle Watercolour Print",150.00,"This Canadian watercolour artist's work is reflective of memories of the past, and related to specific occupations of the present. Biddle teaches classes in both drawing and watercolour at the Ontario College of Art & Design in Toronto. This print is entitled ""Return of the Black & White""  Print is #57/895.Frame is 16"" by 19""","Nancy Forfar"
U011,676,84,18:50:00,"National Ballet Autographed Toe Shoes and Poster from Torontonian Heather Ogden",200.00,"Heather Ogden has been a principal dancer with the National Ballet of Canada since 2005. A star in Romeo & Juliet and Swan Lake plus has performed internationally for many years. Enjoy this ""collectors item"" with the ballerina in your family","SCARBOROUGH TWILIGHT ROTARY CLUB "
Y051,677,85,19:00:00,"$100 Gift Certficate for the Kennedy Public House",100.00,"Comfort food with chef-driven cuisine.3 and 1/2 star dining and a full barClose to Runnymede Station","Kennedy Public House"
S230,678,85,19:00:00,"GNC Nutrition Gift Card #3",100.00,"$100 GNC gift card which is good for going to the GNC store to get your vitamins that you need every day.  They are great in helping you and discussing the benefits of each vitamin. Many other products can be found in the store as well."," "
X082,679,85,19:00:00,"Royal Doulton Figurine "" Holiday Barbie""",200.00,"Barbie is dressed in ""Holiday Attire"" of red & white & black belt.  She has a beautiful long party dress.","Hardy Stevenson + Assoc.Ltd."
S011,680,85,19:00:00,"LEM Dehydrator",200.00,"This 500 watt, six tray dehydrator is the perfect way to make jerky and preserve fruits, vegetables and herbs. It has 6 large removable( 14-1/4 X 10-3/4) easy to clean trays which will give you 6 square feet of drying area. Color coded thermostat adjusts from 84 to 155 F. Solid ABS Thermoplastic construction with a one year warranty. Has a ultra-quiet fan mounted in the rear for faster more uniform drying-no need for shelf rotation.","Fred Pierce"
S185,681,85,19:00:00,"Dirt Devil Vacuum Cleaner",100.00,"This Featherlite Dirt Devil vacuum cleaner gives your more convenience, more power and less weight in a compact design. A powerful 12 amp motor gives you the suction power and confidence you need to clean with ease. Weighing less than 14 lbs, the lightweight design makes it easy to push and easy to carry. With no messy filter in the dirt cup, the No Hassle Clean Release Dirt Cup empties from the bottom so you have minimum interaction with dirt, dust and debris. Plus, a convenient fold-down handle lowers to less than 27"", allowing you to store it almost anywhere!","Rooms Renewed"
S198,682,85,19:00:00,"Certificates for Watts Restaurant",100.00,"Once again Watts Restaurant has donated Certificates to their establishment in  Eglinton Square at Victoria Park and Eglinton. We have 4 certificates for $25.00 each. You can treat the whole family for a great lunch or dinner.Food is great and the service is as well.","Watts Restaurant"
W154,683,85,19:00:00,"Massage Therapy Certificate",100.00,"The Grice Chiropractic Centre at 2297 Weston Road in Weston is pleased to donate a one hour Massage Therapy Treatment. Let our registered massage therapist help you relax and get rid of those aches and pains.","Grice Chiropractor"
S295,684,85,19:00:00,"Hockey Hall Of Fame  - 4 passes",64.00,"4 passes to the Hockey Hall Of Fame ","Justin  Van dette"
S090,685,86,19:10:00,"Gift Certificate for Garden Centre",100.00,"Woodhill Garden Centre has donated this certificate to purchase Christmas Pointsetas,spring garden flowers, full grown trees etc.Unique selection of planters and garden acessories. Largest selection of evergreens and full grown trees. Do yourself a favour and visit Woodhill Garden Centre.","Woodhill Garden Centre"
W107,686,86,19:10:00,"FOOD PRODUCTS GIFT BASKET",125.00,"THE KORTRIGHT CONSERVATION CENTRE LOCATED IN KLEINBURG DONATES - A GIFT BASKET FILLED WITH FOOD PRODUCTS INCLUDING HONEY AND MAPLE SYRUP AND OTHER ITEMS PRODUCED AT THE KORTRIGHT CENTRE LOCATION - YOUR FAMILY WILL ENJOY THESE FOOD ITEMS AND WOULD ALSO ENJOY A VISIT TO THE KORTRIGHT CENTRE IN KLEINBURG","Kortright Centre for Conservation"
X147,687,86,19:10:00,"TV Stand",110.00,"This TV stand is good quality manufactured in Scarborough.  it is 41"" long, 20"" high and 15"" deep.","Scandia House Furniture"
S166,688,86,19:10:00,"Antique Fine Print",125.00,"Alexandre Antigues & Fine prints has donated this print of a Clematis barbellata in a green with purple bud and flowers against a cream background with dark blue border, light blue border and pattern around it. This print has a Certification of Antiguity guaranteed over 100 years old. Number is C1840 ."," "
W131,689,86,19:10:00,"ORNAMENTAL GRANITE VASE",95.00,"SMITH MONUMENTS LTD. LOCATED AT 349 WESTON ROAD DONATES - AN ORNAMENTAL BLACK GRANITE VASE - DECORATED WITH SILVER FLOWERS AND LEAVES ETCHED ON FRONT AND BACK SIDES - A BEAUTIFUL DECORATIVE PIECE FOR ANY TABLE OR SIDE BOARD - MEASURES 4"" X 4"" X 9"" TALL  ","Smith Monument"
W017,690,86,19:10:00,"MAC A MONTH GIFT CARD",60.00,"MCDONALDS RESTAURANT LOCATED AT 2 INGRAM DRIVE DONATES - A "" MAC A MONTH "" GIFT CARD - ENJOY THE GREAT TASTE OF A BIG MAC EVERY MONTH DURING 2013 - VALID AT ANY MCDONALDS LOCATION - COURTESY OF MCDONALDS AT 2 INGRAM DRIVE. ","McDonalds Restaurant"
X052,691,86,19:10:00,"DAGAZZI Stone Grill",100.00,"The original Hot Cooking Stone includes one stone grill, two burner covers, one wooden base, one rack set and one support & handling frame.  Enjoy this wonderful stone grill with your family and friends.","Rocco Colangelo"
S099,692,86,19:10:00,"Gift Certificate for Garden Centre",100.00,"Woodhill Garden Centre has donated this certificate to purchase Christmas Pointsetas,spring garden flowers, full grown trees etc.Unique selection of planters and garden acessories. Largest selection of evergreens and full grown trees. Do yourself a favour and visit Woodhill Garden Centre.","Woodhill Garden Centre"
X054,693,87,19:20:00,"BULLET EXPRESS TRIO",180.00,"The amazing ""8 Minute Meal Machine"" with the meal maker attachments slices, shreds in seconds with the meal mixer attachments chopping, mixing & dough making has never been easier.  Also included as a ""Bonus"" Juicer Express FREE.","Rocco Colangelo"
X001,694,87,19:20:00,"$100 Gift Certificate for Bakery selection",100.00,"Steve Wemyss is a renowned pastry chef.  His company, Patisserie Monaco, has been supplying the food service industry for over 20 years.  Choose from a selection of the finest desserts, French pastries, cookies, breakfast pastries, breads and flat breads. As a chef, Steve has prepared foods for Royalty and all the fine hotels in Ontario.","Patisserie Monaco"
S220,695,87,19:20:00,"Certificate for one Will & Two Powers of Attorney",350.00,"Once again Duncan Boardman has donated to our auction with this great packageof one Will and Two Powers of Attorney(one Financial and the other Medical. His office is located at 1036 Coxwell AVenue, Toronto. Everyone should havea will.","Duncan Boardman LLB"
S027,697,87,19:20:00,"LEM Electric Meat Slicer",150.00,"We have a 7 1/2 inche 130 watt meat slicer with a one year warranty.  Professional quality die-cast aluminum housing,large easy-to-read thickness dial adjusts from wafer-thin up to 6 inches thick and has a sliding meat tray glides effortlessly on polished steel rail. Has rubber feet to secure unit to any flat surface.  Great for slicing ham, roasts etc. especially when you havea group or large family party.","Fred Pierce"
S252,698,87,19:20:00,"Landscape Print",200.00,"This is a 1983 etching numbered 49/80 signed by the artist Darrel Duchene. It is called Reflets d'hiver and abeautiful winter landscape, with brook running through the property and a barn in the distant. Aluminum silver frame with an off-white matt and white inset.  Lovely picture for any room in the home. ","Bill Boyd"
U059,699,87,19:20:00,"SHERIDAN LARGE WINE DECANTER MARQUIS",129.00,"""WATERFORD IN ITS TRADITION OF UNCOMPROMISING QUALITY PRESENTS SOPHISTICATED GIFTWARE. THEY ARE AS MUCH A PLEASURE TO OWN AS TO GIVE. WATERFORD IS IN ITS 200TH YEAR HISTORY OF FINE DESIGN AND CRAFTSMANSHIP. RECOGNIZED THE WORLD OVER.""","Friends of Rotary"
S092,700,87,19:20:00,"Gift Certificate for Garden Centre",100.00,"Woodhill Garden Centre has donated this certificate to purchase Christmas Pointsetas,spring garden flowers, full grown trees etc.Unique selection of planters and garden acessories. Largest selection of evergreens and full grown trees. Do yourself a favour and visit Woodhill Garden Centre.","Woodhill Garden Centre"
S138,701,88,19:30:00,"Certificate for Car Washes & 25.00 Gas Card",150.00,"Donated by Sal Badali and son John their Toronto Autowash have the best car washes in Toronto.You get nine car washes and a $25.00 gas card. The car wash includes bottom blaster, then power wash with soft sponge brushes with foamy soap, then rinsed and it treats the car finish with two coats of wax. Touchless dryers and you have a sparkling clean car. Four locations to serve you Toronto City Hall, 1070 Millwood Rd., 305 Rexdale Blvd and 751 Kipling Ave. Drive a clean car for this winter.","Sal Badali"
Y015,702,88,19:30:00,"Progressive Multifocal Prescription lenses",200.00,"From Your Choice Optical in Bloor West Village:Bring your frames and this gift certificate for:One pair (two lenses) of progressive multifocal prescription clearEach lens valued at $200.","Your Choice Optical"
X010,703,88,19:30:00,"2 Powers of Attorney (For Personal Care & Property)",200.00,"Who will make decisions for your health & manage your financial affairs if you become incapable through injury or sickness?  The government will make these decisions, unless you prepare Powers of Attorney For Personal Care & Property naming a trusted friend or family member!","Neil and Smith Barristers and Solicitors"
W095,704,88,19:30:00,"Canon Pixma MX320 All-In-One Inkjet",100.00,"Supertech Computers at 235 Dixon Road, Etobicoke donates this Canon Pixma MX320 All-In-One Multifunction Printer, Fax, Copier, and Scanner. Can be connected via USB or Bluetooth (optional adapter required). This is a compact, fast, high quality colour printer for general home/office use or borderless photo printing.","Supertech Computers"
S059,705,88,19:30:00,"Three Chinese Containers and Two Pillow Shams",250.00,"We have a few items that could be great Xmas presents, The first is two beautiful silk pillow Shams in green with embroidered flowers in the centre.Zippered for easy access. Two Tozosh Home containers with lids and are 10 inches high with background of white and painted figures in dark and light blue. The other item is the same but smaller approximately six inches high. Lovely set for any room.  ","Friends of Rotary"
U017,706,88,19:30:00,"The River by Lawren Harris",299.00,"This unframed Group of Seven print by Lawren Harris is 15"" x 18"". Included is a certificate of authencity for print 313 of 777","Millie Tavener"
S264,707,88,19:30:00,"2012 Official Olympic Merchandise Gift Bag #1",150.00,"Features official Olympic-licenced apparel, including Men's XL golf shirt, Ladies size small t-shirt, cap, umbrella, coffee mug. All attractively packaged in this sturdy  collector gift bag.","Team Great Britain"
X019,709,89,19:40:00,"One Last Will & Testament",175.00,"Have your Will professionally prepared!A professionally prepared Will could save you thousands of dollars in probate & unnecessary legal fees.(Valid until Feb 28, 2013)","Hills, Salah LLP"
X012,710,89,19:40:00,"One Last Will & Testament",250.00,"You can save your Estate thousands of dollars with a properly prepared will.  Do  you have a will? Is it up-to-date? Is it professionally drafted?Neal & Smith -- Legal Problems Solved!","Neal and Smith"
U076,711,89,19:40:00,"GIFT CERTIFICATE - $65.00",65.00,"ORIGINAL FAMILY OWNED AND OPERATED FOR 56 YEARS. VOTED BEST IN SCARBOROUGH!!!!Take your family for a night of fish and chips.  Enjoy","DUCKWORTH'S FISH AND CHIPS"
W039,712,89,19:40:00,"GRECIAN STYLE URN PLANTER",200.00,"WATER ARTS , LOCATED AT 4152 DUNDAS STREET WEST DONATES - A GRECIAN STYLE URN DECORATIVE PLANTER - MEASURES 25"" HIGH WITH 20"" DIAMETER AT TOP - CHOCOLATE BROWN FIBREGLASS - COULD BE PAINTED ANY COLOUR TO MATCH GARDEN FURNITURE OR PATIO DECOR - WOULD ADD A TOUCH OF ELEGANCE TO YOUR OUTDOOR SETTING - COURTESY OF WATER ARTS INC.","Water Arts Inc."
U070,713,89,19:40:00,"REGGIE BUNNYKINS # 396/500",200.00,"ROYAL DOULTON FINE CHINA. REGGIE BUNNYKINS DB 474. THIS FIGURINE IS HAND MADE, HAND DECORATED AND MODELLED BY SHANE RIDGE. IT IS ISSUED IN A WORLDWIDE LIMITED EDITION OF 500 ","Friends of Rotary"
S261,714,89,19:40:00,"Munchin Gift Baskin",150.00,"This gift basket of Munchkin's high quality infant products is a parent's dream. All items are designed with saftey and innovation at the forefront.Sippy cups, baby bottles , bottle washer, infant spoons,toys and much more.Value $150.00",Munchkin
W134,715,89,19:40:00,"RUSK HAIR IRON & HAIR SPRAY LOTION",120.00,"HEADWAY HAIRSTYLISTS LOCATED AT 21A OAK STREET IN WESTON DONATES - A RUSK MODEL STR8 DEEPSHINE CERAMIC SALON PROFESSIONAL HAIR IRON KIT - PROVIDES INSTANT HEAT TO STRAIGHTEN AND TAME FRIZZ - INCLUDES ANTI-CURL LOTION AND SHAPING HAIRSPRAY -COURTESY OF HEADWAY HAIRSTYLISTS ","Headway Hairstylists"
S162,717,90,19:50:00,"Stratford Shakespeare tickets & a B & B ",315.00,"This voucher may be redeemed for a pair of tickets to a designated performance at the Stratford Shakespeare Festival during the 2013 season. The 2013 season will offer spectacular productions, including Shakespeare's  Romeo and Juliet, The Merchant of Venice, and Othello. INcluded is a great B & B certificate  called The Crown House which has beautifully decorated rooms equipped with fridge and en suite bathroom plus a delicious breakfast.  Have a great visiting and seeing the theatre as well in Stratford.","Stratford Shakespeare Festival"
S096,718,90,19:50:00,"Gift Certificate for Garden Centre",100.00,"Woodhill Garden Centre has donated this certificate to purchase Christmas Pointsetas,spring garden flowers, full grown trees etc.Unique selection of planters and garden acessories. Largest selection of evergreens and full grown trees. Do yourself a favour and visit Woodhill Garden Centre.","Woodhill Garden Centre"
W037,719,90,19:50:00,"$100 WINE OR BEER MAKING GIFT CARD",100.00,"SWANSEA BREW CLUB LOCATED AT 22 RIPLEY AVE. DONATES - A $100 GIFT CERTIFICATE FOR MAKING WINE OR BEER OF YOUR CHOICE - ENJOY THE PLEASURE OF SELECTING THE BEVERAGE YOU PREFER AND THE PLEASURE OF BOTTLING AND CONSUMING YOUR PERSONAL WINE OR BEER CHOICE - COURTESY OF THE SWANSEA BREW CLUB","Swansea Brew club"
X009,720,90,19:50:00,"One Last Will & Testament",250.00,"You can save your Estate thousands of dollars with a properly prepared will.Do you have a will? Is it up-to-date? Is it professionally drafted?Neal & Smith -- Legal Problems Solved!","Neil and Smith Barristers and Solicitors"
X129,721,90,19:50:00,"AF Hexa Aquarium/stand kit 18Gls Black",200.00,"EC Hexa is an all-in-one hexagonal aquarium, it comes with a matching plastic cabinet.  It's truly PROFESSIONAL Made EASY.  The tank top has integrated filtration for easy and convenient maintenance with no disturbance to aquarium during maintenance.Safe and easy for all age groups.  Uses compact a fluorescent lamp for optimum lighting at minimal cost on power consumption.  3 Stages filtration: Mechanical, Chemical and Biological.Capacity: 70 Liters (18 US Gls)Tank size: 46x41x64cmCabinet size: 46x40x72cm","Burgham Sales Limited"
U067,722,90,19:50:00,"MARY BUNNYKINS # 494/500",200.00,"ROYAL DOULTON FINE CHINA. MARY BUNNYKINS DB 473. THIS FIGURINE IS HANDMADE, HAND DECORATED AND MODELLED BY SHANE RIDGE. IT IS ISSUED IN A WORLDWIDE LIMITED EDITION OF 500","Friends of Rotary"
S068,723,90,19:50:00,"Framed Sericel picture of Bugs Bunny ",175.00,"This framed and matted Sericel picture is of Bugs Bunny as a Toreador waving the cape in his green uniform trying to entice the bull. It is called Bully for Bugs. Background is a nice yellow with a matted red and white frame. Directed by Chuck Jones is printed on the picture as well as a silver authtification sealas number 11209.  This is a collector's item.","Friends of Rotary"
S004,724,90,19:50:00,"Popcorn hot air Popper",130.00,"Retro Hot air corn popper, just like a theater design with marquee.  Marquee at top, lights up and has a retractable no-spill serving door. Includes a scoop, measuring cup and 3 paper cups. Rubber non-slip feet, stainless steel and glass inner housing with a metal frame. Perfect addition to any home theater.","Don French"
S153,725,91,20:00:00,"President'sClub newsletter 1-year subscription",750.00,"This is a one-year Premium Membership to the President'sClub Investment Letter, valued at $750. Founder Fabrice Taylor offers ideas for the intelligent investor, and his premium edition has chalked up a 35 per cent return since its inception in January, 2011, compared with about 4 per cent for the TSX index, as of the end of July. Fabrice Taylor writes an influential column for The Globe and Mail's Report on Business, and he appears regularly on radio and TV shows, such as BNN's Market Call. A Chartered Financial Analyst who has worked in the financial industry, Fabrice specializes in analyzing small to medium-sized companies and his President'sClub Investment Letter delivers market-beating results.","The President'sClub Investment Letter"
S030,726,91,20:00:00,"Steven Stamkos signed Jersey",600.00,"Great signed Jersey by Steven Stamkos number 91 of the Tampa Bay Bolts in bright blue with gray, white and black strips on the sleeves.  Great for the hockey enthusiast to wear to the games. ","Eddie Macleod"
S285,727,91,20:00:00," Beatles Album Cover Art",100.00,"""Love"" is a soundtrack remix album of music recorded by The Beatles, released in November 2006. It features music compiled and remixed as a mashup for the Cirque du Soleil show of the same name.  The album went on to win a Grammy award that year.  This is the album cover mounted on black matting and a black frame.  Individual pictures of the band are also included below the album cover.","Rocco Cornacchia"
X186,728,91,20:00:00,"Autobraphed Baseball by Blue Jay Adam Lind",125.00,"Adam Lind, #26, the Toronto Blue Jays first baseman and designated hitter has autographed this official league baseball.  This would be a very special prize for  a sports memorabilia buff. ","Tysha Home Cleaning Services"
S126,729,91,20:00:00,"Men's Root Watch",100.00,"Roots has designed a watch with atainless steel outer casing and a white dial with black numbers and a red minute hand. Has brown leather band.  Will bea great Christmas gift for the one who needs a new watch. Has a two year warranty","Aubrey KIng"
S288,730,91,20:00:00,"BlackBerry Torch 9860",549.00,,"Rogers Communications"
S049,733,92,20:10:00,"Custom  made Necklace",450.00,"This beautiful custom made necklace is of beaded smokey quartz and silver.Each bead is the same round size with the silver going through each see through bead. Heavy but beautiful necklace with a strong clasp.","Geneva Centre for Autism"
W025,734,92,20:10:00,"VIA RAIL TORONTO/MONTREAL FOR TWO",1053.00,"VIA RAIL CANADA DONATES - A TRAVEL VOUCHER FOR BUSINESS CLASS RETURN FARE - TORONTO / MONTEAL FOR TWO PERSONS - HERE'S AN OPPORTUNITY FOR A ROMANTIC GET-AWAY HOLIDAY IN MARVELOUS MONTREAL TO CELEBRATE A SPECIAL ANNIVERSARY OR IMPORTANT BIRTHDAY WITH THAT VERY SPECIAL PERSON IN YOUR LIFE - COURTESY OF VIA RAIL CANADA - A MORE HUMANE WAY TO TRAVEL","VIA RAIL Canada"
S262,735,92,20:10:00,"Fresh Water Pearl Necklace",750.00,"Handmade fresh water pearl necklace desinged by Laurie McLachlan Jewellery of Oakville. Renowned designer of contemporary fine jewellery.","McCamey Greenwood LLP, Chartered Accountants"
S226,736,92,20:10:00,"Certificate for Golf Royal Woodbine",450.00,"Wow this is a great course for your foursome with carts to play. It is the Royal Woodbine Golf course which many have not had the opportunity to play on.Have a great day, with your family or friends. All thanks to Donway Ford for donating this Certificate","Donway Ford"
